,test_posterior_img_observation_mse_mean,test_posterior_img_observation_mse_std,test_posterior_reward_rmse_mean,test_posterior_reward_rmse_std,test_posterior_entropy_mean,test_posterior_entropy_std,test_img_prior_reward_rmse_horizon_1_mean,test_img_prior_reward_rmse_horizon_1_std,test_img_prior_reward_rmse_horizon_2_mean,test_img_prior_reward_rmse_horizon_2_std,test_img_prior_reward_rmse_horizon_4_mean,test_img_prior_reward_rmse_horizon_4_std,test_img_prior_img_observation_mse_horizon_1_mean,test_img_prior_img_observation_mse_horizon_1_std,test_img_prior_img_observation_mse_horizon_2_mean,test_img_prior_img_observation_mse_horizon_2_std,test_img_prior_img_observation_mse_horizon_4_mean,test_img_prior_img_observation_mse_horizon_4_std,test_kl_divergence_between_posterior_and_img_prior_horizon_1_mean,test_kl_divergence_between_posterior_and_img_prior_horizon_1_std,test_kl_divergence_between_posterior_and_img_prior_horizon_2_mean,test_kl_divergence_between_posterior_and_img_prior_horizon_2_std,test_kl_divergence_between_posterior_and_img_prior_horizon_4_mean,test_kl_divergence_between_posterior_and_img_prior_horizon_4_std,test_img_prior_entropy_horizon_1_mean,test_img_prior_entropy_horizon_1_std,test_img_prior_entropy_horizon_2_mean,test_img_prior_entropy_horizon_2_std,test_img_prior_entropy_horizon_4_mean,test_img_prior_entropy_horizon_4_std,train_posterior_img_observation_mse_mean,train_posterior_img_observation_mse_std,train_posterior_reward_rmse_mean,train_posterior_reward_rmse_std,train_posterior_entropy_mean,train_posterior_entropy_std,train_img_prior_reward_rmse_horizon_1_mean,train_img_prior_reward_rmse_horizon_1_std,train_img_prior_reward_rmse_horizon_2_mean,train_img_prior_reward_rmse_horizon_2_std,train_img_prior_reward_rmse_horizon_4_mean,train_img_prior_reward_rmse_horizon_4_std,train_img_prior_img_observation_mse_horizon_1_mean,train_img_prior_img_observation_mse_horizon_1_std,train_img_prior_img_observation_mse_horizon_2_mean,train_img_prior_img_observation_mse_horizon_2_std,train_img_prior_img_observation_mse_horizon_4_mean,train_img_prior_img_observation_mse_horizon_4_std,train_kl_divergence_between_posterior_and_img_prior_horizon_1_mean,train_kl_divergence_between_posterior_and_img_prior_horizon_1_std,train_kl_divergence_between_posterior_and_img_prior_horizon_2_mean,train_kl_divergence_between_posterior_and_img_prior_horizon_2_std,train_kl_divergence_between_posterior_and_img_prior_horizon_4_mean,train_kl_divergence_between_posterior_and_img_prior_horizon_4_std,train_img_prior_entropy_horizon_1_mean,train_img_prior_entropy_horizon_1_std,train_img_prior_entropy_horizon_2_mean,train_img_prior_entropy_horizon_2_std,train_img_prior_entropy_horizon_4_mean,train_img_prior_entropy_horizon_4_std,update_step
0,0.6846453076899052,0.008880265360808801,0.5598905214592814,0.20735807720952917,35.45946631622314,0.029640986974009905,0.5623079587850306,0.20841179005066734,0.5646102063314004,0.20817222547136457,0.5683134415422877,0.20826447083497618,0.6845571000708474,0.008908618031965077,0.6845033956976498,0.008915462115552511,0.6844531048933665,0.008971059732725786,0.18889170090357463,0.016689824372308454,0.18969419011298347,0.01683983973080971,0.19057705899327992,0.0165205362563747,35.661330909729,0.026481706911238315,35.665411148071286,0.0267211117767221,35.667983531951904,0.025907765038664318,0.6838339014947414,0.009498746065194281,0.30295915044564753,0.22220274791348124,35.46072041320801,0.030074381527994052,0.3024899303406063,0.22330188711841623,0.3033986019228092,0.22252623497941104,0.30158363913341113,0.22223312292455974,0.6838562197155422,0.009425764854802331,0.6838477602601052,0.009398180988994897,0.6838031782011191,0.009380274785715523,0.1898248333732287,0.01732953125576405,0.19029514207121204,0.017007126478861358,0.19114326408008733,0.01692411406902178,35.6606489944458,0.027463474258547393,35.662373542785645,0.027133352019721124,35.66609167098999,0.02936668782648363,0
